PA,Belém,Municipal Market In Icoaraci,"91, Av. Dr. Lopo de Castro, 33 - Cruzeiro, Belém - PA, Brazil"
PA,Belém,MERCADO MUNICIPAL DA PEDREIRA,"Av. Pedro Miranda - Pedreira, Belém - PA, 68447-000, Brazil"
PA,Belém,Mercado Municipal Da Terra Firme,"Av. Celso Malcher Ou, T Firme, 531 - Terra Firme, Belém - PA, 66077-000, Brazil"
PA,Belém,Mercado Municipal de Mosqueiro,"Travessa Siqueira Mendes, 17 - Vila, Belém - PA, 66910-110, Brazil"
PA,Belém,Mercado de São Brás,"Av. José Bonifácio - São Brás, Belém - PA, 66090-000, Brazil"
PA,Belém,Mercado Municipal São João do Bruno,"Av. Sen. Lemos - Telégrafo, Belém - PA, 66113-000, Brazil"
PA,Belém,Mercado Municipal do Chapéu Virado,"16749, Av. 16 de Novembro, 16649 - São João do Outeiro (Outeiro), Belém - PA, Brazil"
PA,Belém,Marambaia market,"Próximo ao, Número 372 - Av. Dalva, S/N - Marambaia, Belém - PA, 66615-850, Brazil"
PA,Belém,Mercado municipal da Sacramenta,"Viela rubi e, Av. Dr. Freitas - Sacramenta, Belém - PA, Brazil"
PB,João Pessoa,Mercado Público de Mangabeira,"R. Josefa Taveira, 1439 - Mangabeira, João Pessoa - PB, 58056-290, Brazil"
PB,João Pessoa,Mercado Público de Tambaú,"Av. Sen. Ruy Carneiro, S/N - Tambaú, João Pessoa - PB, 58039-181, Brazil"
PB,João Pessoa,Municipal Market Marshal Castelo Branco,"Praça Abdon Milanez - Castelo Branco, João Pessoa - PB, 58050-260, Brazil"
PB,João Pessoa,Central das Frutas,"Av. Dom Pedro II - Centro, João Pessoa - PB, 58019-900, Brazil"
PB,João Pessoa,Public Market Bessa,"R. Renato de Souza Maciel, 353 - Bessa, João Pessoa - PB, 58035-150, Brazil"
PB,João Pessoa,Public Tower Market,"Torre, João Pessoa - State of Paraíba, 58040-243, Brazil"
PB,João Pessoa,MAP - Craft Market Paraibano,"Mercado De Artesanato - Av. Sen. Ruy Carneiro, 241 - Tambaú, João Pessoa - PB, 58039-181, Brazil"
PB,João Pessoa,Mercado do Bairro dos Estados,"R. Joaquim Pires Ferreira, 37 - Estados, João Pessoa - PB, 58027-033, Brazil"
PB,João Pessoa,Mercado Público Miramar,"R. Tito Silva, 55 - Miramar, João Pessoa - PB, 58043-090, Brazil"
PB,João Pessoa,Mercado Público de Bayeux,"R. Carlos André - Imaculada, João Pessoa - PB, 58090-750, Brazil"
PB,João Pessoa,Public From Valentina Market,"73, R. Carlos Freitas Lins, 19 - Conj. Valentina Figueredo I, João Pessoa - PB, Brazil"
PB,João Pessoa,Oitizeiro Public Market,"Av. Cruz das Armas, 3197 - Oitizeiro, João Pessoa - PB, 58087-000, Brazil"
PB,João Pessoa,Rangel Public Market,"Av. Dois de Fevereiro, s/n - Varjão, João Pessoa - PB, 58070-000, Brazil"
PB,João Pessoa,O Mercado,"Av. Pres. Epitácio Pessoa, 4903 - Tambaú, João Pessoa - PB, 58039-000, Brazil"
PB,João Pessoa,Mercado central,"R. Mal. Almeida Barreto, 446 - Centro, João Pessoa - PB, 58013-460, Brazil"
PR,Curitiba,Mercado Municipal de Curitiba,"Av. Sete de Setembro, 1865 - Centro, Curitiba - PR, 80060-070, Brazil"
PE,Recife,Mercado de São José - Recife,"Praça Dom Vital - São José, Recife - PE, 50020-280, Brazil"
PE,Recife,Mercado da Boa Vista,"R. da Santa Cruz, S/N - Boa Vista, Recife - PE, 50060-230, Brazil"
PE,Recife,Mercado de Boa Viagem,"Av. Conselheiro Aguiar, 4834 - Boa Viagem, Recife - PE, 51021-020, Brazil"
PE,Recife,Mercado de São José-Loja Central,"Praça Dom Vital, s/n - bx 278 - São José, Recife - PE, 50020-280, Brazil"
PE,Recife,Mercado Público De Casa Amarela,"R. Padre Lemos, 94 - Casa Amarela, Recife - PE, 52070-200, Brazil"
PE,Recife,Mercado da Encruzilhada,"R. Dr. José Maria, 2-200 - Encruzilhada, Recife - PE, 52171-011, Brazil"
PE,Recife,Cordeiro public market,"Av. Gen. San Martin, S/n - Cordeiro, Recife - PE, 50630-000, Brazil"
PE,Recife,Mercado da Madalena,"R. Real da Torre, 521 - Madalena, Recife - PE, 50610-000, Brazil"
PE,Recife,Mercado Público de Santo Amaro,"Av. Cruz Cabugá, 1933 - Santo Amaro, Recife - PE, 50040-000, Brazil"
PE,Recife,Afogados' Public Market,"Estr. dos Remédios, S/N - Afogados, Recife - PE, 50770-120, Brazil"
PE,Recife,Cold Water Market,"Av. Beberibe - Água Fria, Recife - PE, 52130-135, Brazil"
PE,Recife,Mercado Público do Pina,"Praça Abelardo Baltar - Pina, Recife - PE, 51010-610, Brazil"
PE,Recife,Mercado Anexo de São José,"Mercado Publico De Sao Jose, 25 - São José, Recife - PE, 50020-280, Brazil"
PE,Recife,Mercado Público de Nova Descoberta,"2329, Av. Ver. Otacílio Azevedo, 2311 - Vasco da Gama, Recife - PE, 52081-550, Brazil"
PE,Recife,Mercado Modelo Engenho do Meio,"R. Jorn. Edmundo Morais - Engenho do Meio, Recife - PE, 50730-480, Brazil"
PE,Recife,Mercado Público do Jordão,"R. Alberto Lundgren, 154 C - Jordão, Recife - PE, 51250-320, Brazil"
PI,Teresina,Mercado Central,"Praça da Bandeira - Centro (Sul), Teresina - PI, 64001-090, Brazil"
PI,Teresina,Mercado São José,"Praca Bandeira, 19 - Centro (Sul), Teresina - PI, 64000-160, Brazil"
RJ,Rio de Janeiro,Municipal Market RJ - CADEG,"R. Cap. Félix, 110 - Benfica, Rio de Janeiro - RJ, 20920-310, Brazil"
RN,Natal,MERCADO DE PONTA NEGRA,"Av. Engenheiro Roberto Freire, 3111 - Ponta Negra, Natal - RN, 59090-000, Brazil"
RN,Natal,Municipal market Quintas,"Mercado Público Das Quintas - R. São Geraldo, 10 - Bx -13 - Quintas, Natal - RN, 59035-260, Brazil"
RN,Natal,Mercado Público da Avenida 6,"R. dos Canindés - Alecrim, Natal - RN, 59030-670, Brazil"
RN,Natal,Cultural Market Petropolis,"Av. Hermes da Fonseca, 804 - Petrópolis, Natal - RN, 59020-000, Brazil"
RN,Natal,Mercado do Peixe Municipal - Canto do Mangue,"box05 1º andar - R. Cel. Flamínio, 1 - Rocas, Natal - RN, 59010-710, Brazil"
RN,Natal,Mercado Maré (antigo Shopping do Artesanato Potiguar),"Av. Engenheiro Roberto Freire, 8000 - Ponta Negra, Natal - RN, 59080-400, Brazil"
RN,Natal,Mercado Público da Avenida 4,"R. Pres. Sarmento, 948 - Alecrim, Natal - RN, 59052-700, Brazil"
RN,Natal,Market Model das Rocas,"Av. Duque de Caxias - Rocas, Natal - RN, 59010-772, Brazil"
RN,Natal,Natal Original - Artesanato,"Av. Miguel Alcídes de Araújo, S/N - Capim Macio, Natal - RN, 59078-570, Brazil"
RN,Natal,Mercado da Agricultura Familiar,"R. Jaguarari, 2454 - Lagoa Nova, Natal - RN, 59062-500, Brazil"
RN,Natal,Centro de Artesanato Praia dos Artistas,"Av. Pres. Café Filho, 1160 - Praia do Meio, Natal - RN, 59010-810, Brazil"
RN,Natal,Administração do Mercado Municipal das Quintas,"Mercado Municipal das Quintas, R. São Geraldo, S/N - Quintas, Natal - RN, 59035-260, Brazil"
RN,Natal,Mercadinho Chapinha,"R. Pres. Castelo Branco, 421 - Bom Pastor, Natal - RN, 59060-100, Brazil"
RS,Porto Alegre,Porto Alegre Public Market,"Largo Jorn. Glênio Péres, 1 - Centro Histórico, Porto Alegre - RS, 90020-050, Brazil"
RO,Porto Velho,Porto Velho Central Market,"Av. Farquar, 1346 - Panair, Porto Velho - RO, 76801-466, Brazil"
RO,Porto Velho,Mercado Municipal km 1,"Quilômetro Um, Porto Velho - State of Rondônia, 76804-103, Brazil"
RO,Porto Velho,Cultural Market Porto Velho,"Av. Pres. Dutra, 2816 - Olaria, Porto Velho - RO, 76801-060, Brazil"
RO,Porto Velho,Mercado MUNICIPAL DE PORTO VELHO,"R. Sebastião Gomes, 11 - Jaci Paraná, Porto Velho - RO, Brazil"
RO,Porto Velho,Mercado Público,"R. Canhoteiro, 9273 - Socialista, Porto Velho - RO, 78900-000, Brazil"
RO,Porto Velho,Mercado Central,"R. João Elías de Souza, 3872 - Conceição, Porto Velho - RO, 78923-305, Brazil"
RR,Boa Vista,Mercado Municipal São Francisco,"Av. Maj. Williams, 1009 - Centro, Boa Vista - RR, 69301-110, Brazil"
RR,Boa Vista,Mercado Municipal Romeu Caldas de Magalhães,"Av. Glaycon de Paiva, 1778 - Mecejana, Boa Vista - RR, 69304-560, Brazil"
RR,Boa Vista,Mercado da Boa Vista,"R. da Santa Cruz, S/N - Boa Vista, Recife - PE, 50060-230, Brazil"
RR,Boa Vista,Mercado Municipal Sg,"R. Maceió, 1008 - Nova Cidade, Boa Vista - RR, 69316-126, Brazil"
RR,Boa Vista,Mercado Municipal de Boa Vista,"Av. Nossa Sra. da Conceição - Boa Vista, Quatipuru - PA, 68709-000, Brazil"
RR,Boa Vista,MERCDO MUNICIPAL BURITIS,"mercado buritis - Av, Av. Mário Homem de Melo - Buritis, Boa Vista - RR, 69309-198, Brazil"
SC,Florianópolis,Mercado Público de Florianópolis,"R. Jerônimo Coelho, 60 - Centro, Florianópolis - SC, 88010-030, Brazil"
SP,CAMPINAS,Mercado Municipal de Campinas,"Av. Benjamin Constant, s/n - Centro, Campinas - SP, 13013-010, Brazil"
SE,Aracaju,Mercado Municipal Antônio Franco,"Av. João Ribeiro, 350 - Santo Antônio, Aracaju - SE, 49060-330, Brazil"
SE,Aracaju,Mercado Municipal Maria Virgínia Leite Franco,"Av. Mal. Mascaranhas de Morais - Centro, Aracaju - SE, 49010-010, Brazil"
SE,Aracaju,Mercado municipal,"Centro, Aracaju - State of Sergipe, 49010-110, Brazil"
SE,Aracaju,Municipal Market America Neighborhood,"R. Haiti, 250 - América, Aracaju - SE, 49080-300, Brazil"
SE,Aracaju,Mercado Municipal dr. Carlos Firpo,"R. México, 657 - América, Aracaju - SE, 49080-005, Brazil"
SE,Aracaju,Mercado Municipal Vereador Milton Santos,"Av. José Carlos Silva, 2388 - Farolândia, Aracaju - SE, 49031-050, Brazil"
SE,Aracaju,Mercado do Conjunto Augusto Franco,"R. Promotor Joaquim Valença, 350-208 - Farolândia, Aracaju - SE, 49030-680, Brazil"
SE,Aracaju,Thales Ferraz Craft Market,"Av. Ivo do Prado, 534 - Centro, Aracaju - SE, 49010-110, Brazil"
SE,Aracaju,Passarela das Flores,"R. João Pessoa - Centro, Aracaju - SE, 49010-110, Brazil"
SE,Aracaju,Mercado Dr. Carlos Firpo,"Rua Carlos Correia, 148 - Siqueira Campos, Aracaju - SE, 49075-160, Brazil"
SE,Aracaju,Aracaju Tourist's Fair,"Av. Santos Dumont, 1813 - Atalaia, Aracaju - SE, 49035-785, Brazil"
SE,Aracaju,Mercado,"Rua dezenove, Mercado Municipal María Virgínia Leite Franco Térreo setor hortifrutis, box 17 Industrial - Centro, Aracaju - SE, 49010-010, Brazil"
TO,Palmas,Feira da 304 Sul,"Plano Diretor Sul, Palmas - State of Tocantins, Brazil"
TO,Palmas,Community Fair 1106 South,"Q. 1106 Sul Alameda 25 - Plano Diretor Sul, Palmas - TO, Brazil"
